,mean_test_score,param_filter__alpha,param_mlp__activation,param_mlp__alpha,param_mlp__hidden_layer_sizes,param_mlp__learning_rate,param_mlp__learning_rate_init,param_mlp__max_iter,param_mlp__solver,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,std_test_score
0,-12.5820391439,0.014998264318119752,logistic,8.48380075868089e-06,99,constant,0.0002372973337715011,200,lbgfs,"{'mlp__activation': 'logistic', 'mlp__alpha': 8.48380075868089e-06, 'mlp__hidden_layer_sizes': 99, 'mlp__learning_rate_init': 0.0002372973337715011, 'mlp__solver': 'lbgfs', 'mlp__learning_rate': 'constant', 'mlp__max_iter': 200}",1,-12.2751789832,-12.8633650338,-12.0478219326,-12.9757038032,-13.9013226844,-11.1236110982,-12.5868374211,-12.8110901908,-12.6534211476,0.71014642685
