,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_filter__alpha,param_mlp__activation,param_mlp__alpha,param_mlp__hidden_layer_sizes,param_mlp__learning_rate,param_mlp__learning_rate_init,param_mlp__max_iter,param_mlp__solver,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,31.0737514496,4.68670288722,-124.455393004,-117.333097817,0.007334404164801206,relu,1.899210794532138e-06,112,constant,0.07908998568339845,200,lbfgs,"{'mlp__activation': 'relu', 'mlp__alpha': 1.899210794532138e-06, 'mlp__hidden_layer_sizes': 112, 'mlp__learning_rate_init': 0.07908998568339845, 'mlp__solver': 'lbfgs', 'mlp__learning_rate': 'constant', 'mlp__max_iter': 200}",1,-135.418130997,-114.873314228,-119.35498852,-117.622840028,-126.071072465,-118.087313932,-107.505111419,-118.756644117,-136.561181036,-115.711646236,-114.732160421,-118.563434287,-130.608665876,-116.431606474,-125.33504115,-118.945323776,-124.498634175,-117.005757277,2.69204551208,1.68425989025,8.9187581422,1.34955778527
